record_id,customer_id,timestamp,date,time,hour,day_of_week,month,season,is_weekend,is_holiday,customer_type,income_level,age_group,family_size,region,climate_zone,urban_setting,energy_source,meter_type,grid_reliability,building_type,building_size_sqft,construction_year,energy_certification,energy_usage_kwh,peak_hours_usage,off_peak_hours_usage,usage_per_person,usage_per_sqft,lifestyle_type,work_pattern,activity_pattern,efficiency_score,usage_pattern,anomaly_score,appliance_count,appliances,carbon_footprint_kg,cost_estimate_usd,savings_potential_percent,usage_description,efficiency_insights,recommendations
41,CUST0041,2024-06-19T02:37:00,2024-06-19,02:37:00,2,Wednesday,6,Summer,0,0,Small_Business,High,36-45,7,Southeast,Polar,Rural,Grid,Digital_Meter,Poor,Warehouse,2615,2010,LEED_Silver,456.22,360.2,135.61,65.17,0.1745,Tech_Heavy,Remote,Irregular,86.5,Extreme_High,1.0,5,"Microwave,Oven,Washing_Machine,Dryer,Water_Heater",419.72,50.79,7.8,A 7-person household in a warehouse showing 456.2 kWh usage.,Excellent efficiency rating of 86.52857142857142 with LEED_Silver certification. Building constructed in 2010 with 5 appliances.,Maintain current efficient practices
42,CUST0042,2024-05-31T03:32:00,2024-05-31,03:32:00,3,Friday,5,Spring,0,0,Residential,High,56-65,3,West_Coast,Continental,Urban,Solar,Smart_Meter,Good,Warehouse,1760,1985,LEED_Platinum,13.17,9.23,3.74,4.39,0.0075,Average,Shift_Work,Regular,100,Moderate_Usage,0.688,19,"Dryer,Gaming_Console,Water_Heater,Oven,Computer,TV,Dishwasher,Washing_Machine,Air_Conditioner,Microwave,Heater,Refrigerator",12.12,1.42,9.0,Average lifestyle with 4.4 kWh per person during night.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1985 with 12 appliances.,Maintain current efficient practices
43,CUST0043,2024-05-08T01:41:00,2024-05-08,01:41:00,1,Wednesday,5,Spring,0,0,Industrial,High,56-65,2,West_Coast,Tropical,Suburban,Grid,Smart_Meter,Fair,Condo,1375,2020,None,71.4,46.21,28.48,35.7,0.0519,Minimalist,Hybrid,Irregular,78.2,Extreme_High,1.0,5,"TV,Refrigerator,Water_Heater,Gaming_Console,Microwave",65.69,8.48,5.6,A 2-person household in a condo showing 71.4 kWh usage.,Good efficiency at 78.25 with room for improvement. Building constructed in 2020 with 5 appliances.,Maintain current efficient practices
44,CUST0044,2024-12-31T20:21:00,2024-12-31,20:21:00,20,Tuesday,12,Winter,0,0,Small_Business,Medium,18-25,5,Southwest,Subtropical,Rural,Hybrid,Digital_Meter,Excellent,Single_Family,2410,1950,LEED_Silver,144.78,104.15,29.43,28.96,0.0601,Tech_Heavy,Unemployed,Irregular,83.4,Extreme_High,0.502,14,"Dryer,Oven,Dishwasher,Refrigerator,Water_Heater,Computer,Microwave,Heater,TV,Gaming_Console,Washing_Machine,Air_Conditioner",133.2,18.21,9.8,Tech_Heavy lifestyle with 29.0 kWh per person during evening.,Excellent efficiency rating of 83.36 with LEED_Silver certification. Building constructed in 1950 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
45,CUST0045,2024-05-29T13:00:00,2024-05-29,13:00:00,13,Wednesday,5,Spring,0,0,Large_Business,Medium,56-65,7,Southeast,Tropical,Rural,Wind,Smart_Meter,Excellent,Condo,2572,2015,Energy_Star,241.67,171.39,87.65,34.52,0.094,High_Consumption,Office,Early_Bird,100,Extreme_High,0.678,7,"Microwave,Dryer,Dishwasher,Water_Heater,Washing_Machine,Refrigerator,Computer",222.33,26.28,20.6,Usage pattern indicates high_consumption behavior with 34.5 kWh per person.,Excellent efficiency rating of 100 with Energy_Star certification. Building constructed in 2015 with 7 appliances.,Implement energy conservation practices
46,CUST0046,2024-12-22T15:40:00,2024-12-22,15:40:00,15,Sunday,12,Winter,1,0,Small_Business,Medium,18-25,8,Northeast,Temperate,Urban,Grid,Smart_Meter,Excellent,Townhouse,3163,2020,LEED_Silver,388.15,302.34,107.64,48.52,0.1227,Tech_Heavy,Shift_Work,Regular,92.1,Extreme_High,0.917,11,"Oven,Microwave,Refrigerator,Heater,Water_Heater,Air_Conditioner,Washing_Machine,Dryer,Computer,Gaming_Console,Dishwasher",357.1,57.71,14.9,Usage pattern indicates tech_heavy behavior with 48.5 kWh per person.,Excellent efficiency rating of 92.0925 with LEED_Silver certification. Building constructed in 2020 with 11 appliances.,Optimize HVAC system settings; Consider solar panel installation
47,CUST0047,2024-07-07T16:17:00,2024-07-07,16:17:00,16,Sunday,7,Summer,1,0,Residential,Very_High,18-25,7,West_Coast,Subtropical,Rural,Wind,Digital_Meter,Excellent,Single_Family,2856,1975,LEED_Silver,63.87,50.84,24.88,9.12,0.0224,Eco_Conscious,Hybrid,Irregular,100,High_Usage,0.601,6,"Water_Heater,Microwave,Air_Conditioner,TV,Oven,Heater",58.76,6.63,17.8,Energy consumption of 63.9 kWh for single_family with 7 occupants.,Excellent efficiency rating of 100 with LEED_Silver certification. Building constructed in 1975 with 6 appliances.,Optimize HVAC system settings; Consider solar panel installation
48,CUST0048,2024-09-19T23:43:00,2024-09-19,23:43:00,23,Thursday,9,Fall,0,0,Small_Business,Low,26-35,8,Northeast,Subtropical,Urban,Solar,Analog_Meter,Fair,Townhouse,2916,1980,None,68.5,44.92,26.86,8.56,0.0235,Eco_Conscious,Office,Regular,97.1,High_Usage,0.633,7,"Air_Conditioner,Washing_Machine,Gaming_Console,Microwave,TV,Heater,Water_Heater",63.02,6.94,8.7,Usage pattern indicates eco_conscious behavior with 8.6 kWh per person.,Excellent efficiency rating of 97.14762619900517 with None certification. Building constructed in 1980 with 7 appliances.,Optimize HVAC system settings; Consider solar panel installation
49,CUST0049,2024-10-14T03:16:00,2024-10-14,03:16:00,3,Monday,10,Fall,0,1,Large_Business,Very_High,26-35,5,Southwest,Subtropical,Urban,Solar,Smart_Meter,Poor,Apartment,1394,2020,Energy_Star,70.16,49.87,19.21,14.03,0.0503,High_Consumption,Office,Early_Bird,100,Extreme_High,0.258,14,"Oven,Washing_Machine,Heater,Microwave,Dryer,Refrigerator,Dishwasher,Gaming_Console,Water_Heater,Computer,TV,Air_Conditioner",64.55,9.84,16.0,A 5-person household in a apartment showing 70.2 kWh usage.,Excellent efficiency rating of 100 with Energy_Star certification. Building constructed in 2020 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices
50,CUST0050,2024-02-03T09:25:00,2024-02-03,09:25:00,9,Saturday,2,Winter,1,0,Industrial,Very_High,46-55,2,Southeast,Temperate,Rural,Grid,Digital_Meter,Poor,Warehouse,1365,1990,LEED_Silver,81.66,64.26,20.01,40.83,0.0598,Tech_Heavy,Unemployed,Night_Owl,78.3,Extreme_High,1.0,9,"TV,Gaming_Console,Refrigerator,Dishwasher,Washing_Machine,Computer,Heater,Microwave,Water_Heater",75.13,12.03,15.4,Energy consumption of 81.7 kWh for warehouse with 2 occupants.,Good efficiency at 78.35 with room for improvement. Building constructed in 1990 with 9 appliances.,Maintain current efficient practices
51,CUST0051,2024-02-10T08:12:00,2024-02-10,08:12:00,8,Saturday,2,Winter,1,0,Large_Business,Medium,65+,5,West_Coast,Polar,Urban,Battery_Backup,Analog_Meter,Good,Office,3387,1995,LEED_Gold,410.61,309.35,116.33,82.12,0.1212,Tech_Heavy,Office,Early_Bird,86.0,Extreme_High,1.0,5,"Dishwasher,Refrigerator,Air_Conditioner,Oven,Dryer",377.76,54.18,15.0,Energy consumption of 410.6 kWh for office with 5 occupants.,Excellent efficiency rating of 85.952 with LEED_Gold certification. Building constructed in 1995 with 5 appliances.,Optimize HVAC system settings
52,CUST0052,2024-11-24T09:30:00,2024-11-24,09:30:00,9,Sunday,11,Fall,1,0,Small_Business,Very_High,36-45,8,Northeast,Tropical,Urban,Hybrid,Digital_Meter,Poor,Condo,3110,1965,LEED_Silver,114.07,69.6,44.38,14.26,0.0367,High_Consumption,Office,Irregular,92.5,Extreme_High,0.427,16,"Gaming_Console,Water_Heater,Dishwasher,Microwave,Dryer,Computer,Refrigerator,Washing_Machine,TV,Heater,Oven,Air_Conditioner",104.94,16.34,13.4,High_Consumption lifestyle with 14.3 kWh per person during morning.,Excellent efficiency rating of 92.46623422570777 with LEED_Silver certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices
53,CUST0053,2024-06-16T18:46:00,2024-06-16,18:46:00,18,Sunday,6,Summer,1,0,Large_Business,Medium,26-35,8,West_Coast,Continental,Suburban,Wind,Digital_Meter,Excellent,Single_Family,3134,1980,None,548.19,369.04,153.56,68.52,0.1749,Average,Unemployed,Regular,83.2,Extreme_High,1.0,14,"Computer,Air_Conditioner,Water_Heater,Oven,Refrigerator,TV,Heater,Dryer,Dishwasher,Gaming_Console,Washing_Machine,Microwave",504.34,70.45,8.9,Energy consumption of 548.2 kWh for single_family with 8 occupants.,Excellent efficiency rating of 83.16499999999999 with None certification. Building constructed in 1980 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
54,CUST0054,2024-02-07T12:32:00,2024-02-07,12:32:00,12,Wednesday,2,Winter,0,0,Industrial,High,56-65,2,Southeast,Tropical,Suburban,Wind,Digital_Meter,Fair,Apartment,1160,1965,None,26.42,18.53,7.98,13.21,0.0228,Minimalist,Remote,Early_Bird,84.7,Extreme_High,0.423,15,"Computer,Gaming_Console,Water_Heater,Washing_Machine,Heater,Air_Conditioner,Oven,TV,Dishwasher,Dryer,Microwave,Refrigerator",24.3,3.29,16.3,Usage pattern indicates minimalist behavior with 13.2 kWh per person.,Excellent efficiency rating of 84.69166714189952 with None certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings
55,CUST0055,2024-01-09T11:21:00,2024-01-09,11:21:00,11,Tuesday,1,Winter,0,0,Residential,Very_High,56-65,5,Northeast,Polar,Suburban,Wind,Analog_Meter,Good,Warehouse,2295,1950,None,81.7,57.22,26.33,16.34,0.0356,Tech_Heavy,Shift_Work,Night_Owl,82.5,Extreme_High,0.11,12,"Refrigerator,Air_Conditioner,Dishwasher,Dryer,Water_Heater,Gaming_Console,Washing_Machine,TV,Heater,Oven,Computer,Microwave",75.16,10.1,22.0,A 5-person household in a warehouse showing 81.7 kWh usage.,Excellent efficiency rating of 82.48087083822188 with None certification. Building constructed in 1950 with 12 appliances.,Optimize HVAC system settings
56,CUST0056,2024-12-27T04:33:00,2024-12-27,04:33:00,4,Friday,12,Winter,0,0,Small_Business,High,65+,8,West_Coast,Continental,Suburban,Solar,Digital_Meter,Fair,Office,4512,1975,LEED_Silver,174.5,133.27,68.22,21.81,0.0387,Average,Office,Regular,89.2,Extreme_High,0.396,14,"Oven,Dryer,Computer,Microwave,Air_Conditioner,Washing_Machine,Water_Heater,TV,Gaming_Console,Refrigerator,Dishwasher,Heater",160.54,24.47,10.8,Energy consumption of 174.5 kWh for office with 8 occupants.,Excellent efficiency rating of 89.22 with LEED_Silver certification. Building constructed in 1975 with 12 appliances.,Optimize HVAC system settings
57,CUST0057,2024-12-31T02:22:00,2024-12-31,02:22:00,2,Tuesday,12,Winter,0,0,Industrial,High,65+,8,Southeast,Subtropical,Rural,Wind,Analog_Meter,Fair,Apartment,2179,1955,None,232.73,175.51,46.79,29.09,0.1068,Average,Remote,Night_Owl,83.1,Extreme_High,0.669,6,"Dishwasher,TV,Microwave,Computer,Water_Heater,Air_Conditioner",214.11,29.68,23.6,Usage pattern indicates average behavior with 29.1 kWh per person.,Excellent efficiency rating of 83.05250000000001 with None certification. Building constructed in 1955 with 6 appliances.,Optimize HVAC system settings
58,CUST0058,2024-11-30T15:30:00,2024-11-30,15:30:00,15,Saturday,11,Fall,1,0,Small_Business,High,36-45,5,Northeast,Tropical,Rural,Battery_Backup,Smart_Meter,Excellent,Apartment,1368,1980,LEED_Gold,22.41,14.31,4.99,4.48,0.0164,Eco_Conscious,Shift_Work,Night_Owl,100,Moderate_Usage,0.591,14,"Refrigerator,Water_Heater,Oven,Dishwasher,Microwave,Washing_Machine,Dryer,Air_Conditioner,Computer,Heater,Gaming_Console,TV",20.61,2.42,14.2,Energy consumption of 22.4 kWh for apartment with 5 occupants.,Excellent efficiency rating of 100 with LEED_Gold certification. Building constructed in 1980 with 12 appliances.,Optimize HVAC system settings
59,CUST0059,2024-04-05T00:47:00,2024-04-05,00:47:00,0,Friday,4,Spring,0,0,Large_Business,High,56-65,4,Southeast,Polar,Rural,Hybrid,Digital_Meter,Fair,Single_Family,2194,1980,LEED_Platinum,37.8,23.15,8.45,9.45,0.0172,Eco_Conscious,Office,Night_Owl,100,High_Usage,0.462,17,"Dryer,Computer,Oven,Microwave,Air_Conditioner,Heater,Gaming_Console,TV,Refrigerator,Dishwasher,Washing_Machine,Water_Heater",34.78,4.36,13.1,Energy consumption of 37.8 kWh for single_family with 4 occupants.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1980 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
60,CUST0060,2024-12-19T03:40:00,2024-12-19,03:40:00,3,Thursday,12,Winter,0,0,Large_Business,High,56-65,4,Southeast,Subtropical,Suburban,Solar,Digital_Meter,Fair,Condo,2041,2005,None,122.28,90.0,41.99,30.57,0.0599,Average,Hybrid,Early_Bird,85.3,Extreme_High,0.872,16,"Dishwasher,Air_Conditioner,Water_Heater,Refrigerator,Dryer,Oven,TV,Heater,Microwave,Computer,Washing_Machine,Gaming_Console",112.49,15.22,23.0,Usage pattern indicates average behavior with 30.6 kWh per person.,Excellent efficiency rating of 85.295 with None certification. Building constructed in 2005 with 12 appliances.,Optimize HVAC system settings
61,CUST0061,2024-01-29T14:08:00,2024-01-29,14:08:00,14,Monday,1,Winter,0,0,Industrial,Very_High,56-65,1,West_Coast,Continental,Rural,Wind,Analog_Meter,Excellent,Condo,1431,1970,LEED_Platinum,8.45,5.37,1.92,8.45,0.0059,Minimalist,Remote,Irregular,87.9,High_Usage,0.262,7,"Gaming_Console,Refrigerator,Dishwasher,Computer,Heater,Washing_Machine,Dryer",7.77,1.12,19.6,Usage pattern indicates minimalist behavior with 8.4 kWh per person.,Excellent efficiency rating of 87.93293832173167 with LEED_Platinum certification. Building constructed in 1970 with 7 appliances.,Maintain current efficient practices
62,CUST0062,2024-07-10T12:28:00,2024-07-10,12:28:00,12,Wednesday,7,Summer,0,0,Industrial,Very_High,18-25,3,Midwest,Tropical,Urban,Battery_Backup,Digital_Meter,Good,Warehouse,1937,1965,LEED_Platinum,68.49,44.39,14.62,22.83,0.0354,High_Consumption,Shift_Work,Irregular,86.6,Extreme_High,0.473,12,"Dryer,Computer,Microwave,Washing_Machine,Oven,Dishwasher,Air_Conditioner,Refrigerator,Heater,Gaming_Console,TV,Water_Heater",63.01,8.88,13.9,A 3-person household in a warehouse showing 68.5 kWh usage.,Excellent efficiency rating of 86.58666666666667 with LEED_Platinum certification. Building constructed in 1965 with 12 appliances.,Optimize HVAC system settings; Implement energy conservation practices
63,CUST0063,2024-05-05T23:02:00,2024-05-05,23:02:00,23,Sunday,5,Spring,1,0,Industrial,Very_High,26-35,4,Northeast,Subtropical,Rural,Wind,Smart_Meter,Fair,Office,3121,1995,LEED_Silver,175.99,130.1,49.57,44.0,0.0564,Average,Unemployed,Night_Owl,89.9,Extreme_High,0.762,13,"Refrigerator,Gaming_Console,Air_Conditioner,Washing_Machine,TV,Oven,Dryer,Water_Heater,Heater,Microwave,Dishwasher,Computer",161.91,20.24,8.7,Usage pattern indicates average behavior with 44.0 kWh per person.,Excellent efficiency rating of 89.895 with LEED_Silver certification. Building constructed in 1995 with 12 appliances.,Optimize HVAC system settings
64,CUST0064,2024-05-03T07:19:00,2024-05-03,07:19:00,7,Friday,5,Spring,0,0,Small_Business,Very_High,18-25,7,Southwest,Polar,Rural,Solar,Digital_Meter,Good,Townhouse,3031,1965,LEED_Silver,76.18,58.95,20.31,10.88,0.0251,Eco_Conscious,Office,Early_Bird,100.0,Extreme_High,0.551,11,"Refrigerator,Oven,TV,Water_Heater,Dishwasher,Computer,Heater,Microwave,Air_Conditioner,Dryer,Gaming_Console",70.08,11.26,5.3,Eco_Conscious lifestyle with 10.9 kWh per person during morning.,Excellent efficiency rating of 99.95727821480469 with LEED_Silver certification. Building constructed in 1965 with 11 appliances.,Optimize HVAC system settings; Consider solar panel installation
65,CUST0065,2024-03-01T23:48:00,2024-03-01,23:48:00,23,Friday,3,Spring,0,0,Industrial,Medium,65+,4,Southwest,Subtropical,Rural,Wind,Digital_Meter,Poor,Condo,1957,1990,LEED_Silver,70.14,46.23,16.78,17.54,0.0358,Tech_Heavy,Shift_Work,Irregular,92.7,Extreme_High,0.12,20,"Microwave,Dryer,Water_Heater,Air_Conditioner,TV,Refrigerator,Oven,Dishwasher,Gaming_Console,Computer,Heater,Washing_Machine",64.53,7.82,16.4,Tech_Heavy lifestyle with 17.5 kWh per person during night.,Excellent efficiency rating of 92.67986618618392 with LEED_Silver certification. Building constructed in 1990 with 12 appliances.,Optimize HVAC system settings
66,CUST0066,2024-09-12T17:41:00,2024-09-12,17:41:00,17,Thursday,9,Fall,0,0,Large_Business,High,46-55,8,Southwest,Subtropical,Rural,Wind,Smart_Meter,Good,Warehouse,2894,1990,Energy_Star,305.89,197.69,104.44,38.24,0.1057,Tech_Heavy,Remote,Early_Bird,99.8,Extreme_High,0.652,7,"Heater,Refrigerator,Water_Heater,TV,Washing_Machine,Gaming_Console,Microwave",281.42,30.73,15.1,Energy consumption of 305.9 kWh for warehouse with 8 occupants.,Excellent efficiency rating of 99.765 with Energy_Star certification. Building constructed in 1990 with 7 appliances.,Maintain current efficient practices
67,CUST0067,2024-01-31T19:40:00,2024-01-31,19:40:00,19,Wednesday,1,Winter,0,0,Industrial,Very_High,18-25,1,West_Coast,Polar,Suburban,Grid,Smart_Meter,Fair,Office,2357,1970,LEED_Platinum,36.7,22.6,14.38,36.7,0.0156,Eco_Conscious,Hybrid,Early_Bird,72.0,Extreme_High,0.946,9,"Dryer,Water_Heater,Air_Conditioner,Gaming_Console,Oven,TV,Washing_Machine,Microwave,Heater",33.77,4.51,9.9,Eco_Conscious lifestyle with 36.7 kWh per person during evening.,Good efficiency at 72.0 with room for improvement. Building constructed in 1970 with 9 appliances.,Optimize HVAC system settings
68,CUST0068,2024-06-02T21:52:00,2024-06-02,21:52:00,21,Sunday,6,Summer,1,0,Residential,Low,18-25,7,Southwest,Continental,Rural,Hybrid,Smart_Meter,Excellent,Warehouse,2805,1960,LEED_Platinum,173.71,136.33,58.52,24.82,0.0619,High_Consumption,Unemployed,Early_Bird,98.0,Extreme_High,0.106,6,"Dryer,Water_Heater,Air_Conditioner,Computer,Oven,Refrigerator",159.81,19.81,15.9,A 7-person household in a warehouse showing 173.7 kWh usage.,Excellent efficiency rating of 97.98571428571428 with LEED_Platinum certification. Building constructed in 1960 with 6 appliances.,Optimize HVAC system settings; Implement energy conservation practices
69,CUST0069,2024-04-01T10:01:00,2024-04-01,10:01:00,10,Monday,4,Spring,0,0,Small_Business,Medium,65+,7,Northeast,Temperate,Urban,Battery_Backup,Smart_Meter,Poor,Warehouse,2719,2020,None,166.34,118.2,45.76,23.76,0.0612,Average,Remote,Regular,87.2,Extreme_High,0.092,18,"Dryer,Dishwasher,Microwave,TV,Air_Conditioner,Refrigerator,Computer,Washing_Machine,Water_Heater,Heater,Gaming_Console,Oven",153.03,18.18,16.7,Usage pattern indicates average behavior with 23.8 kWh per person.,Excellent efficiency rating of 87.23142857142858 with None certification. Building constructed in 2020 with 12 appliances.,Optimize HVAC system settings
70,CUST0070,2024-02-13T19:18:00,2024-02-13,19:18:00,19,Tuesday,2,Winter,0,0,Small_Business,Low,18-25,5,Southeast,Continental,Rural,Solar,Analog_Meter,Poor,Townhouse,2346,1975,LEED_Platinum,76.37,52.05,15.67,15.27,0.0326,High_Consumption,Shift_Work,Regular,100,Extreme_High,0.186,8,"Washing_Machine,Dishwasher,Water_Heater,TV,Computer,Oven,Gaming_Console,Microwave",70.26,8.99,6.9,Energy consumption of 76.4 kWh for townhouse with 5 occupants.,Excellent efficiency rating of 100 with LEED_Platinum certification. Building constructed in 1975 with 8 appliances.,Implement energy conservation practices; Consider solar panel installation
71,CUST0071,2024-07-16T00:18:00,2024-07-16,00:18:00,0,Tuesday,7,Summer,0,0,Industrial,Very_High,18-25,4,West_Coast,Polar,Urban,Hybrid,Smart_Meter,Good,Townhouse,2352,1970,LEED_Silver,133.03,80.0,37.13,33.26,0.0566,Average,Shift_Work,Regular,88.2,Extreme_High,0.768,20,"Dishwasher,Microwave,Oven,Dryer,Computer,Air_Conditioner,TV,Water_Heater,Gaming_Console,Refrigerator,Washing_Machine,Heater",122.39,18.9,12.6,Energy consumption of 133.0 kWh for townhouse with 4 occupants.,Excellent efficiency rating of 88.24 with LEED_Silver certification. Building constructed in 1970 with 12 appliances.,Optimize HVAC system settings; Consider solar panel installation
